"hs"	"ms"	"cell_type"	"category"
"399"	"CNR2"	"Cnr2"	"endothelial"	"manual"
"400"	"CNTNAP5A"	"Cntnap5a"	"neuron"	"manual"
"401"	"COIL"	"Coil"	"opc"	"top_all_specificity"
"402"	"COL16A1"	"Col16a1"	"astrocyte"	"top_all_enrich"
"403"	"COL1A1"	"Col1a1"	"opc"	"top_all_enrich"
"404"	"COL23A1"	"Col23a1"	"neuron"	"manual"
"405"	"COL26A1"	"Col26a1"	"opc"	"top_all_enrich"
"406"	"COMMD6"	"Commd6"	"oligodendrocyte"	"manual"
"407"	"COPG2"	"Copg2"	"opc"	"manual"
"408"	"CORO1B"	"Coro1b"	"microglia"	"manual"
"409"	"CORO2A"	"Coro2a"	"neuron"	"top_human_specificity"
"410"	"COX17"	"Cox17"	"oligodendrocyte"	"manual"
"411"	"COX8A"	"Cox8a"	"microglia"	"top_mouse_expression"
"412"	"CP"	"Cp"	"endothelial"	"top_all_enrich"
"413"	"CPD"	"Cpd"	"oligodendrocyte"	"top_all_enrich"
"414"	"CPLX1"	"Cplx1"	"neuron"	"top_all_enrich"
"415"	"CPLX3"	"Cplx3"	"neuron"	"top_all_specificity"
"416"	"CPNE3"	"Cpne3"	"endothelial"	"top_all_expression"
"417"	"CPNE4"	"Cpne4"	"neuron"	"top_all_enrich"
"418"	"CPNE5"	"Cpne5"	"neuron"	"top_all_enrich"
"419"	"CPNE7"	"Cpne7"	"neuron"	"top_all_enrich"
"420"	"CPNE8"	"Cpne8"	"endothelial"	"top_all_enrich"
"421"	"CPNE9"	"Cpne9"	"neuron"	"top_all_specificity"
"422"	"CPQ"	"Cpq"	"astrocyte"	"top_all_enrich"
"423"	"CPXM2"	"Cpxm2"	"astrocyte"	"manual"
"424"	"CR1L"	"Cr1l"	"endothelial"	"top_all_enrich"
"425"	"CRB1"	"Crb1"	"astrocyte"	"top_all_enrich"
"426"	"CREB3L1"	"Creb3l1"	"opc"	"top_all_specificity"
"427"	"CREBZF"	"Crebzf"	"neuron"	"manual"
"428"	"CREG1"	"Creg1"	"microglia"	"top_all_enrich"
"429"	"CRELD1"	"Creld1"	"neuron"	"manual"
"430"	"CRH"	"Crh"	"neuron"	"top_all_enrich"
"431"	"CRHBP"	"Crhbp"	"neuron"	"top_all_enrich"
"432"	"CRHR1"	"Crhr1"	"neuron"	"top_all_specificity"
"433"	"CRIP1"	"Crip1"	"endothelial"	"top_all_enrich"
"434"	"CRIP2"	"Crip2"	"endothelial"	"top_all_enrich"
"435"	"CRIP3"	"Crip3"	"neuron"	"manual"
"436"	"CRLF1"	"Crlf1"	"neuron"	"manual"
"437"	"CRLF2"	"Crlf2"	"neuron"	"manual"
"438"	"CRMP1"	"Crmp1"	"neuron"	"top_all_enrich"
"439"	"CROT"	"Crot"	"astrocyte"	"top_all_enrich"
"440"	"CRTAP"	"Crtap"	"endothelial"	"top_mouse_enrich"
"441"	"CRY2"	"Cry2"	"astrocyte"	"top_all_enrich"
"442"	"CRYM"	"Crym"	"neuron"	"top_all_enrich"
"443"	"CRYZ"	"Cryz"	"astrocyte"	"top_human_enrich"
"444"	"CSF1"	"Csf1"	"microglia"	"top_all_enrich"
"445"	"CSF1R"	"Csf1r"	"microglia"	"top_all_enrich"
"446"	"CSF2RA"	"Csf2ra"	"microglia"	"manual"
"447"	"CSF2RB2"	"Csf2rb2"	"microglia"	"manual"
"448"	"CSF3R"	"Csf3r"	"microglia"	"top_all_enrich"
"449"	"CSL"	"Csl"	"astrocyte"	"manual"
"450"	"CSNK1G2"	"Csnk1g2"	"endothelial"	"manual"
"451"	"CSRP3"	"Csrp3"	NA	"manual"
"452"	"CST3"	"Cst3"	"microglia"	"top_all_enrich"
"453"	"CST7"	"Cst7"	"microglia"	"top_all_specificity"
"454"	"CTBS"	"Ctbs"	"endothelial"	"top_all_enrich"
"455"	"CTDSPL"	"Ctdspl"	"astrocyte"	"top_all_enrich"
"456"	"CTH"	"Cth"	"astrocyte"	"top_all_enrich"
"457"	"CTNNA3"	"Ctnna3"	"oligodendrocyte"	"top_all_enrich"
"458"	"CTNNAL1"	"Ctnnal1"	"oligodendrocyte"	"top_mouse_enrich"
"459"	"CTR9"	"Ctr9"	"oligodendrocyte"	"top_mouse_specificity"
"460"	"CTSA"	"Ctsa"	"microglia"	"top_all_enrich"
"461"	"CTSB"	"Ctsb"	"microglia"	"top_all_enrich"
"462"	"CTSC"	"Ctsc"	"microglia"	"top_all_enrich"
"463"	"CTSD"	"Ctsd"	"microglia"	"top_all_enrich"
"464"	"CTSE"	"Ctse"	"microglia"	"top_all_specificity"
"465"	"CTSH"	"Ctsh"	"microglia"	"top_all_enrich"
"466"	"CTSL"	"Ctsl"	"microglia"	"top_human_enrich"
"467"	"CTSS"	"Ctss"	"microglia"	"top_all_enrich"
"468"	"CTSZ"	"Ctsz"	"microglia"	"top_all_enrich"
"469"	"CX3CL1"	"Cx3cl1"	"neuron"	"top_all_enrich"
"470"	"CX3CR1"	"Cx3cr1"	"microglia"	"top_all_enrich"
"471"	"CXCL1"	"Cxcl1"	"endothelial"	"top_human_enrich"
"472"	"CXCL10"	"Cxcl10"	"microglia"	"top_all_enrich"
"473"	"CXCL13"	"Cxcl13"	"microglia"	"manual"
"474"	"CXCL16"	"Cxcl16"	"microglia"	"top_all_enrich"
"475"	"CXCR6"	"Cxcr6"	"microglia"	"manual"
"476"	"CYB5R1"	"Cyb5r1"	"neuron"	"manual"
"477"	"CYB5R3"	"Cyb5r3"	"endothelial"	"top_mouse_expression"
"478"	"CYBA"	"Cyba"	"microglia"	"top_all_enrich"
"479"	"CYBB"	"Cybb"	"microglia"	"top_all_enrich"
"480"	"CYBRD1"	"Cybrd1"	"astrocyte"	"top_all_enrich"
"481"	"CYCT"	"Cyct"	"astrocyte"	"manual"
"482"	"CYFIP2"	"Cyfip2"	"neuron"	"top_all_enrich"
"483"	"CYP46A1"	"Cyp46a1"	"neuron"	"top_all_enrich"
"484"	"CYP4F14"	"Cyp4f14"	"astrocyte"	"manual"
"485"	"CYP4F15"	"Cyp4f15"	"astrocyte"	"manual"
"486"	"CYP4F18"	"Cyp4f18"	"microglia"	"manual"
"487"	"CYP4V3"	"Cyp4v3"	"microglia"	"manual"
"488"	"CYP7B1"	"Cyp7b1"	"astrocyte"	"top_all_enrich"
"489"	"CYTH4"	"Cyth4"	"microglia"	"top_all_enrich"
"490"	"CYTIP"	"Cytip"	"microglia"	"top_all_enrich"
"491"	"D3ERTD751E"	"D3Ertd751e"	"neuron"	"manual"
"492"	"DAAM2"	"Daam2"	"astrocyte"	"top_all_enrich"
"493"	"DALRD3"	"Dalrd3"	"neuron"	"manual"
"494"	"DAP"	"Dap"	"endothelial"	"top_all_enrich"
"495"	"DAPK1"	"Dapk1"	"neuron"	"top_all_enrich"
"496"	"DAZAP2"	"Dazap2"	"microglia"	"top_all_expression"
"497"	"DBNDD1"	"Dbndd1"	"neuron"	"manual"
"498"	"DBNDD2"	"Dbndd2"	"oligodendrocyte"	"top_all_enrich"
"499"	"DBP"	"Dbp"	"astrocyte"	"top_all_specificity"
"500"	"DBX2"	"Dbx2"	"astrocyte"	"top_all_enrich"
"501"	"DCAF13"	"Dcaf13"	"endothelial"	"manual"
"502"	"DCLK2"	"Dclk2"	"astrocyte"	"top_all_enrich"
"503"	"DCLRE1B"	"Dclre1b"	"opc"	"manual"
"504"	"DCTN1"	"Dctn1"	"neuron"	"manual"
"505"	"DCTN2"	"Dctn2"	"oligodendrocyte"	"top_all_expression"
"506"	"DDAH2"	"Ddah2"	"endothelial"	"manual"
"507"	"DDC"	"Ddc"	"endothelial"	"top_all_enrich"
"508"	"DDIT4L"	"Ddit4l"	"astrocyte"	"top_all_enrich"
"509"	"DDN"	"Ddn"	"endothelial"	"top_human_specificity"
"510"	"DDT"	"Ddt"	"astrocyte"	"top_all_specificity"
"511"	"DDX24"	"Ddx24"	"neuron"	"top_mouse_expression"
"512"	"DDX54"	"Ddx54"	"microglia"	"manual"
"513"	"DDX58"	"Ddx58"	"endothelial"	"top_all_enrich"
"514"	"DDX60"	"Ddx60"	"endothelial"	"top_all_enrich"
"515"	"DEF8"	"Def8"	"neuron"	"manual"
"516"	"DENND1B"	"Dennd1b"	"astrocyte"	"manual"
"517"	"DENND4A"	"Dennd4a"	"microglia"	"top_all_expression"
"518"	"DEPTOR"	"Deptor"	"oligodendrocyte"	"top_human_enrich"
"519"	"DGKG"	"Dgkg"	"neuron"	"top_all_enrich"
"520"	"DGKH"	"Dgkh"	"endothelial"	"top_all_enrich"
"521"	"DHFR"	"Dhfr"	"oligodendrocyte"	"top_all_enrich"
"522"	"DHRS1"	"Dhrs1"	"astrocyte"	"top_all_expression"
"523"	"DHRS13"	"Dhrs13"	"opc"	"top_all_enrich"
"524"	"DHX58"	"Dhx58"	"microglia"	"top_mouse_enrich"
"525"	"DIRAS1"	"Diras1"	"neuron"	"top_all_enrich"
"526"	"DIRAS2"	"Diras2"	"neuron"	"top_all_enrich"
"527"	"DKK2"	"Dkk2"	"neuron"	"manual"
"528"	"DKK3"	"Dkk3"	"astrocyte"	"top_all_enrich"
"529"	"DLGAP3"	"Dlgap3"	"neuron"	"manual"
"530"	"DLX4"	"Dlx4"	NA	"manual"
"531"	"DMTN"	"Dmtn"	"neuron"	"top_all_enrich"
"532"	"DNAH14"	"Dnah14"	"opc"	"top_all_specificity"
"533"	"DNAJB13"	"Dnajb13"	"microglia"	"top_all_specificity"
"534"	"DNAJB3"	"Dnajb3"	"opc"	"manual"
"535"	"DNAJB5"	"Dnajb5"	"neuron"	"top_mouse_specificity"
"536"	"DNAJC4"	"Dnajc4"	"endothelial"	"manual"
"537"	"DNAL4"	"Dnal4"	"opc"	"manual"
"538"	"DNASE1L1"	"Dnase1l1"	"endothelial"	"top_all_enrich"
"539"	"DNASE2A"	"Dnase2a"	"microglia"	"manual"
"540"	"DNLZ"	"Dnlz"	"opc"	"manual"
"541"	"DOCK11"	"Dock11"	"microglia"	"top_all_enrich"
"542"	"DOCK2"	"Dock2"	"microglia"	"top_all_enrich"
"543"	"DOCK4"	"Dock4"	"microglia"	"top_all_expression"
"544"	"DOCK8"	"Dock8"	"microglia"	"top_all_enrich"
"545"	"DOCK9"	"Dock9"	"endothelial"	"top_all_enrich"
"546"	"DOK1"	"Dok1"	"microglia"	"top_all_enrich"
"547"	"DPP3"	"Dpp3"	"microglia"	"manual"
"548"	"DPP6"	"Dpp6"	"opc"	"top_all_enrich"
"549"	"DPY19L1"	"Dpy19l1"	"oligodendrocyte"	"top_all_enrich"
"550"	"DPY19L4"	"Dpy19l4"	"endothelial"	"manual"
"551"	"DPYS"	"Dpys"	"microglia"	"top_human_enrich"
"552"	"DPYSL3"	"Dpysl3"	"opc"	"top_all_enrich"
"553"	"DR1"	"Dr1"	"microglia"	"top_human_enrich"
"554"	"DRAM2"	"Dram2"	"endothelial"	"top_all_enrich"
"555"	"DRC7"	"Drc7"	"astrocyte"	"manual"
"556"	"DRD2"	"Drd2"	"neuron"	"top_mouse_specificity"
"557"	"DSCAML1"	"Dscaml1"	"opc"	"top_all_enrich"
"558"	"DSG1C"	"Dsg1c"	NA	"manual"
"559"	"DTX1"	"Dtx1"	"astrocyte"	"top_all_enrich"
"560"	"DUSP1"	"Dusp1"	"microglia"	"top_all_enrich"
"561"	"DUSP13"	"Dusp13"	"microglia"	"manual"
"562"	"DUSP22"	"Dusp22"	"endothelial"	"manual"
"563"	"DUSP26"	"Dusp26"	"oligodendrocyte"	"top_all_enrich"
"564"	"DUSP5"	"Dusp5"	"microglia"	"top_all_enrich"
"565"	"DYM"	"Dym"	"neuron"	"manual"
"566"	"DYNLL1"	"Dynll1"	"astrocyte"	"top_all_expression"
"567"	"DYNLT1-PS1"	"Dynlt1-ps1"	"astrocyte"	"manual"
"568"	"DYNLT1F"	"Dynlt1f"	"astrocyte"	"manual"
"569"	"DYNLT3"	"Dynlt3"	"endothelial"	"top_all_expression"
"570"	"DYSF"	"Dysf"	"endothelial"	"top_all_enrich"
"571"	"EBI3"	"Ebi3"	"microglia"	"top_all_enrich"
"572"	"ECEL1"	"Ecel1"	"neuron"	"top_all_specificity"
"573"	"ECT2"	"Ect2"	"opc"	"top_all_enrich"
"574"	"EDEM1"	"Edem1"	"microglia"	"top_all_enrich"
"575"	"EDEM2"	"Edem2"	"microglia"	"top_all_specificity"
"576"	"EDN3"	"Edn3"	"endothelial"	"top_all_enrich"
"577"	"EEF2KMT"	"Eef2kmt"	"endothelial"	"manual"
"578"	"EEPD1"	"Eepd1"	"microglia"	"top_human_enrich"
"579"	"EFEMP1"	"Efemp1"	"astrocyte"	"top_all_enrich"
"580"	"EFEMP2"	"Efemp2"	"astrocyte"	"top_all_enrich"
"581"	"EFHC1"	"Efhc1"	"astrocyte"	"top_all_specificity"
"582"	"EFNA3"	"Efna3"	"neuron"	"top_all_specificity"
"583"	"EFNB1"	"Efnb1"	"astrocyte"	"manual"
"584"	"EFNB3"	"Efnb3"	"oligodendrocyte"	"top_all_enrich"
"585"	"EHD2"	"Ehd2"	"endothelial"	"top_all_enrich"
"586"	"EIF2AK2"	"Eif2ak2"	"endothelial"	"top_all_enrich"
"587"	"EIF4EBP1"	"Eif4ebp1"	"microglia"	"manual"
"588"	"ELF1"	"Elf1"	"microglia"	"top_all_enrich"
"589"	"ELFN1"	"Elfn1"	"neuron"	"top_mouse_enrich"
"590"	"ELK3"	"Elk3"	"microglia"	"top_all_enrich"
"591"	"ELMO1"	"Elmo1"	"microglia"	"top_all_enrich"
"592"	"ELMO2"	"Elmo2"	"astrocyte"	"top_all_enrich"
"593"	"ELMOD1"	"Elmod1"	"neuron"	"top_all_enrich"
"594"	"ELMOD3"	"Elmod3"	"astrocyte"	"top_all_enrich"
"595"	"ELOC"	"Eloc"	"neuron"	"manual"
"596"	"ELOVL1"	"Elovl1"	"oligodendrocyte"	"top_all_enrich"
"597"	"ELOVL6"	"Elovl6"	"oligodendrocyte"	"top_all_enrich"
"598"	"ELOVL7"	"Elovl7"	"endothelial"	"top_all_enrich"
"599"	"EME1"	"Eme1"	"opc"	"manual"
"600"	"EML1"	"Eml1"	"oligodendrocyte"	"top_all_enrich"
"601"	"EMP3"	"Emp3"	"microglia"	"top_all_enrich"
"602"	"ENDOD1"	"Endod1"	"oligodendrocyte"	"top_all_enrich"
"603"	"ENGASE"	"Engase"	"microglia"	"top_all_enrich"
"604"	"ENPEP"	"Enpep"	"endothelial"	"top_all_enrich"
"605"	"ENPP4"	"Enpp4"	"oligodendrocyte"	"top_all_enrich"
"606"	"ENPP6"	"Enpp6"	"oligodendrocyte"	"top_all_enrich"
"607"	"ENTPD1"	"Entpd1"	"microglia"	"top_all_enrich"
"608"	"EPB41L2"	"Epb41l2"	"microglia"	"top_human_enrich"
"609"	"EPDR1"	"Epdr1"	"opc"	"top_all_enrich"
"610"	"EPHA8"	"Epha8"	"neuron"	"top_all_specificity"
"611"	"EPHX1"	"Ephx1"	"astrocyte"	"top_all_enrich"
"612"	"EPHX4"	"Ephx4"	"oligodendrocyte"	"manual"
"613"	"EPN3"	"Epn3"	NA	"manual"
"614"	"EPOR"	"Epor"	"endothelial"	"top_all_specificity"
"615"	"ERAP1"	"Erap1"	"endothelial"	"manual"
"616"	"ERCC3"	"Ercc3"	"neuron"	"manual"
"617"	"ERN1"	"Ern1"	"microglia"	"manual"
"618"	"ETFRF1"	"Etfrf1"	"neuron"	"manual"
"619"	"ETNPPL"	"Etnppl"	"astrocyte"	"top_all_enrich"
"620"	"EVI2A"	"Evi2a"	"microglia"	"top_all_enrich"
"621"	"EXOC3L2"	"Exoc3l2"	NA	"manual"
"622"	"EXOG"	"Exog"	"neuron"	"manual"
"623"	"EYA4"	"Eya4"	"neuron"	"top_human_enrich"
"624"	"EZH2"	"Ezh2"	"opc"	"top_all_specificity"
"625"	"EZR"	"Ezr"	"astrocyte"	"top_all_enrich"
"626"	"F3"	"F3"	"astrocyte"	"top_all_enrich"
"627"	"F9"	"F9"	"microglia"	"top_all_specificity"
"628"	"FABP3"	"Fabp3"	"neuron"	"top_all_enrich"
"629"	"FABP7"	"Fabp7"	"astrocyte"	"top_all_enrich"
"630"	"FAIM2"	"Faim2"	"oligodendrocyte"	"top_all_enrich"
"631"	"FAM110B"	"Fam110b"	"opc"	"top_all_enrich"
"632"	"FAM126A"	"Fam126a"	"oligodendrocyte"	"top_all_specificity"
"633"	"FAM131A"	"Fam131a"	"neuron"	"top_mouse_enrich"
"634"	"FAM131C"	"Fam131c"	"neuron"	"top_mouse_specificity"
"635"	"FAM163A"	"Fam163a"	"astrocyte"	"top_all_enrich"
"636"	"FAM167B"	"Fam167b"	"microglia"	"top_all_enrich"
"637"	"FAM180A"	"Fam180a"	"opc"	"top_all_enrich"
"638"	"FAM181B"	"Fam181b"	"astrocyte"	"top_all_enrich"
"639"	"FAM189B"	"Fam189b"	"neuron"	"manual"
"640"	"FAM227B"	"Fam227b"	"astrocyte"	"top_all_specificity"
"641"	"FAM83D"	"Fam83d"	"oligodendrocyte"	"top_all_enrich"
"642"	"FAN1"	"Fan1"	"neuron"	"manual"
"643"	"FANK1"	"Fank1"	"neuron"	"manual"
"644"	"FAS"	"Fas"	"astrocyte"	"top_all_enrich"
"645"	"FBP1"	"Fbp1"	"microglia"	"top_all_specificity"
"646"	"FBXL16"	"Fbxl16"	"neuron"	"top_all_enrich"
"647"	"FBXL7"	"Fbxl7"	"astrocyte"	"top_human_enrich"
"648"	"FBXO10"	"Fbxo10"	"opc"	"manual"
"649"	"FBXO36"	"Fbxo36"	"oligodendrocyte"	"top_all_enrich"
"650"	"FBXO41"	"Fbxo41"	"neuron"	"top_all_enrich"
"651"	"FCER1G"	"Fcer1g"	"microglia"	"top_all_enrich"
"652"	"FCGR1"	"Fcgr1"	"microglia"	"manual"
"653"	"FCGR2B"	"Fcgr2b"	"microglia"	"top_all_enrich"
"654"	"FCGR3"	"Fcgr3"	"microglia"	"manual"
"655"	"FCGR4"	"Fcgr4"	"microglia"	"manual"
"656"	"FCHO2"	"Fcho2"	"endothelial"	"top_all_enrich"
"657"	"FCRLS"	"Fcrls"	"microglia"	"top_mouse_enrich"
"658"	"FDFT1"	"Fdft1"	"astrocyte"	"top_all_enrich"
"659"	"FDXR"	"Fdxr"	"opc"	"top_all_specificity"
"660"	"FER1L6"	"Fer1l6"	NA	"manual"
"661"	"FERMT3"	"Fermt3"	"microglia"	"top_all_enrich"
"662"	"FEZF2"	"Fezf2"	"astrocyte"	"top_all_enrich"
"663"	"FGD2"	"Fgd2"	"microglia"	"top_all_enrich"
"664"	"FGF13"	"Fgf13"	"neuron"	"top_all_enrich"
"665"	"FGF21"	"Fgf21"	NA	"manual"
"666"	"FGFRL1"	"Fgfrl1"	"astrocyte"	"top_all_enrich"
"667"	"FGL2"	"Fgl2"	"microglia"	"top_all_enrich"
"668"	"FGR"	"Fgr"	"microglia"	"top_all_enrich"
"669"	"FHAD1"	"Fhad1"	"astrocyte"	"manual"
"670"	"FHDC1"	"Fhdc1"	"oligodendrocyte"	"top_mouse_specificity"
"671"	"FIGN"	"Fign"	"oligodendrocyte"	"top_all_enrich"
"672"	"FJX1"	"Fjx1"	"astrocyte"	"top_all_enrich"
"673"	"FKBP10"	"Fkbp10"	"astrocyte"	"top_all_enrich"
"674"	"FKBP4"	"Fkbp4"	"opc"	"top_mouse_expression"
"675"	"FKBP5"	"Fkbp5"	"microglia"	"top_all_enrich"
"676"	"FKBP7"	"Fkbp7"	"endothelial"	"top_mouse_enrich"
"677"	"FLI1"	"Fli1"	"microglia"	"top_all_enrich"
"678"	"FLNA"	"Flna"	"endothelial"	"top_all_enrich"
"679"	"FLNC"	"Flnc"	"oligodendrocyte"	"top_human_specificity"
"680"	"FLRT1"	"Flrt1"	"opc"	"top_all_enrich"
"681"	"FMN1"	"Fmn1"	"microglia"	"top_all_enrich"
"682"	"FMNL2"	"Fmnl2"	"oligodendrocyte"	"top_all_enrich"
"683"	"FMOD"	"Fmod"	"astrocyte"	"top_mouse_specificity"
"684"	"FN1"	"Fn1"	"endothelial"	"top_all_enrich"
"685"	"FNDC3A"	"Fndc3a"	"microglia"	"top_all_expression"
"686"	"FNDC3B"	"Fndc3b"	"endothelial"	"top_all_enrich"
"687"	"FNDC5"	"Fndc5"	"astrocyte"	"top_all_enrich"
"688"	"FNIP2"	"Fnip2"	"microglia"	"top_all_enrich"
"689"	"FOSL2"	"Fosl2"	"endothelial"	"top_all_enrich"
"690"	"FOXB1"	"Foxb1"	NA	"manual"
"691"	"FOXG1"	"Foxg1"	"astrocyte"	"top_all_enrich"
"692"	"FOXJ1"	"Foxj1"	"astrocyte"	"manual"
"693"	"FOXQ1"	"Foxq1"	"endothelial"	"top_all_enrich"
"694"	"FOXRED2"	"Foxred2"	"astrocyte"	"top_all_enrich"
"695"	"FRRS1"	"Frrs1"	"microglia"	"top_all_enrich"
"696"	"FRRS1L"	"Frrs1l"	"neuron"	"top_all_enrich"
"697"	"FRS3"	"Frs3"	"neuron"	"manual"
"698"	"FTH1"	"Fth1"	"oligodendrocyte"	"top_all_enrich"
"699"	"FTL1"	"Ftl1"	"microglia"	"top_mouse_enrich"
"700"	"FUNDC1"	"Fundc1"	"microglia"	"top_mouse_expression"
"701"	"FXYD1"	"Fxyd1"	"astrocyte"	"top_all_enrich"
"702"	"FXYD5"	"Fxyd5"	"endothelial"	"top_all_enrich"
"703"	"FXYD6"	"Fxyd6"	"opc"	"top_all_enrich"
"704"	"FYB"	"Fyb"	"microglia"	"top_all_enrich"
"705"	"FZD2"	"Fzd2"	"astrocyte"	"top_all_enrich"
"706"	"FZD6"	"Fzd6"	"endothelial"	"top_all_enrich"
"707"	"GABARAPL1"	"Gabarapl1"	"neuron"	"top_all_expression"
"708"	"GABBR2"	"Gabbr2"	"neuron"	"top_all_enrich"
"709"	"GABPB2"	"Gabpb2"	"astrocyte"	"manual"
"710"	"GABRA4"	"Gabra4"	"astrocyte"	"top_all_enrich"
"711"	"GADD45A"	"Gadd45a"	"endothelial"	"top_all_enrich"
"712"	"GADD45B"	"Gadd45b"	"microglia"	"top_mouse_expression"
"713"	"GADD45G"	"Gadd45g"	"astrocyte"	"top_all_enrich"
"714"	"GAL3ST3"	"Gal3st3"	"neuron"	"manual"
"715"	"GALC"	"Galc"	"astrocyte"	"top_human_enrich"
"716"	"GALNT1"	"Galnt1"	"opc"	"manual"
"717"	"GALNT13"	"Galnt13"	"oligodendrocyte"	"top_all_enrich"
"718"	"GALNT14"	"Galnt14"	"neuron"	"top_all_enrich"
"719"	"GALNT15"	"Galnt15"	"endothelial"	"top_all_enrich"
"720"	"GALNT3"	"Galnt3"	"opc"	"top_all_enrich"
"721"	"GALNT6"	"Galnt6"	"oligodendrocyte"	"top_all_enrich"
"722"	"GALNT9"	"Galnt9"	"neuron"	"top_all_specificity"
"723"	"GALR1"	"Galr1"	"opc"	"top_all_specificity"
"724"	"GAN"	"Gan"	"astrocyte"	"top_all_enrich"
"725"	"GAS2L3"	"Gas2l3"	"opc"	"top_all_enrich"
"726"	"GAS7"	"Gas7"	"oligodendrocyte"	"top_all_enrich"
"727"	"GBA"	"Gba"	"microglia"	"top_mouse_expression"
"728"	"GBP3"	"Gbp3"	"endothelial"	"manual"
"729"	"GBP5"	"Gbp5"	"endothelial"	"top_mouse_specificity"
"730"	"GCC2"	"Gcc2"	"neuron"	"top_all_expression"
"731"	"GCNT1"	"Gcnt1"	"microglia"	"top_all_enrich"
"732"	"GCNT2"	"Gcnt2"	"endothelial"	"top_all_enrich"
"733"	"GCNT4"	"Gcnt4"	"astrocyte"	"top_all_enrich"
"734"	"GDF15"	"Gdf15"	"microglia"	"top_all_enrich"
"735"	"GDPD5"	"Gdpd5"	"oligodendrocyte"	"top_mouse_enrich"
"736"	"GFAP"	"Gfap"	"astrocyte"	"top_all_enrich"
"737"	"GFPT1"	"Gfpt1"	"neuron"	"manual"
"738"	"GFPT2"	"Gfpt2"	"opc"	"top_mouse_enrich"
"739"	"GFRA4"	"Gfra4"	"neuron"	"top_all_specificity"
"740"	"GGH"	"Ggh"	"neuron"	"manual"
"741"	"GGT5"	"Ggt5"	"endothelial"	"top_all_enrich"
"742"	"GHITM"	"Ghitm"	"microglia"	"top_all_expression"
"743"	"GIMAP1"	"Gimap1"	"endothelial"	"top_all_enrich"
"744"	"GJB2"	"Gjb2"	"astrocyte"	"top_all_enrich"
"745"	"GLA"	"Gla"	"astrocyte"	"manual"
"746"	"GLDC"	"Gldc"	"astrocyte"	"top_all_enrich"
"747"	"GLE1"	"Gle1"	"neuron"	"manual"
"748"	"GLI1"	"Gli1"	"astrocyte"	"top_all_enrich"
"749"	"GLIPR1"	"Glipr1"	"microglia"	"top_all_enrich"
"750"	"GLIPR2"	"Glipr2"	"astrocyte"	"top_mouse_specificity"
"751"	"GLIS3"	"Glis3"	"astrocyte"	"top_all_enrich"
"752"	"GLT8D2"	"Glt8d2"	"neuron"	"manual"
"753"	"GLTP"	"Gltp"	"oligodendrocyte"	"top_all_enrich"
"754"	"GM10309"	"Gm10309"	NA	"manual"
"755"	"GM11110"	"Gm11110"	"oligodendrocyte"	"top_mouse_specificity"
"756"	"GM26558"	"Gm26558"	NA	"manual"
"757"	"GM26834"	"Gm26834"	"oligodendrocyte"	"top_mouse_specificity"
"758"	"GM26902"	"Gm26902"	NA	"manual"
"759"	"GMEB1"	"Gmeb1"	"microglia"	"top_all_specificity"
"760"	"GMFB"	"Gmfb"	"oligodendrocyte"	"top_all_expression"
"761"	"GMFG"	"Gmfg"	"microglia"	"top_all_enrich"
"762"	"GNA13"	"Gna13"	"microglia"	"top_all_enrich"
"763"	"GNA15"	"Gna15"	"microglia"	"top_all_enrich"
"764"	"GNAI2"	"Gnai2"	"endothelial"	"top_all_enrich"
"765"	"GNAL"	"Gnal"	"neuron"	"top_all_enrich"
"766"	"GNAZ"	"Gnaz"	"neuron"	"top_mouse_enrich"
"767"	"GNB4"	"Gnb4"	"endothelial"	"top_all_expression"
"768"	"GNG12"	"Gng12"	"astrocyte"	"top_all_enrich"
"769"	"GNG5"	"Gng5"	"endothelial"	"top_all_enrich"
"770"	"GNGT2"	"Gngt2"	"microglia"	"top_all_enrich"
"771"	"GNL1"	"Gnl1"	"neuron"	"manual"
"772"	"GNPDA2"	"Gnpda2"	"endothelial"	"manual"
"773"	"GNS"	"Gns"	"microglia"	"top_all_enrich"
"774"	"GOLM1"	"Golm1"	"microglia"	"top_all_enrich"
"775"	"GOT2"	"Got2"	"neuron"	"top_human_enrich"
"776"	"GPC5"	"Gpc5"	"astrocyte"	"top_all_enrich"
"777"	"GPN3"	"Gpn3"	"neuron"	"manual"
"778"	"GPNMB"	"Gpnmb"	"microglia"	"top_all_enrich"
"779"	"GPR12"	"Gpr12"	"neuron"	"top_all_enrich"
"780"	"GPR137B"	"Gpr137b"	"microglia"	"top_mouse_specificity"
"781"	"GPR137B-PS"	"Gpr137b-ps"	"microglia"	"manual"
"782"	"GPR15"	"Gpr15"	"oligodendrocyte"	"top_all_enrich"
"783"	"GPR150"	"Gpr150"	"neuron"	"manual"
"784"	"GPR151"	"Gpr151"	"neuron"	"top_all_specificity"
"785"	"GPR153"	"Gpr153"	"microglia"	"manual"
"786"	"GPR179"	"Gpr179"	"astrocyte"	"top_all_specificity"
"787"	"GPR182"	"Gpr182"	"endothelial"	"manual"
"788"	"GPR183"	"Gpr183"	"microglia"	"top_all_enrich"
"789"	"GPR34"	"Gpr34"	"microglia"	"top_all_enrich"
"790"	"GPR4"	"Gpr4"	"endothelial"	"top_all_enrich"
"791"	"GPR61"	"Gpr61"	"neuron"	"top_mouse_enrich"
"792"	"GPR65"	"Gpr65"	"microglia"	"top_all_enrich"
